id,weight,originHubId,destinationHubId,priority
PKG-007526,306.46,WH-070,WH-042,STANDARD
PKG-007527,30.14,WH-036,WH-008,STANDARD
PKG-007528,null,WH-040,WH-041,urgent

PKG-007529,277.55,WH-040,WH-008,STANDARD,
PKG-007530,210.02,WH-079,WH-005,URGENT
PKG-007531,46.40,WH-023,WH-026,STANDARD
PKG-007532,424.93,,WH-043,STANDARD
PKG-007533,33.04,WH-094,WH-025,URGENT
PKG-007534,23.12,WH-035,WH-029,STANDARD
PKG-007535,279.53,WH-049,WH-087,URGENT
PKG-007536,33.14,WH-009,WH-051,STANDARD
 PKG-007537 ,324.78,WH-071,WH-073,URGENT
PKG-007538,201.65847291524597kg,WH-032,WH-010,URGENT
 PKG-007539 ,354.50,WH-010,WH-095,LOW
PKG-007540,138.48,WH-087,WH-093,URGENT
PKG-007541,402.09,wh-008,WH-037,LOW
PKG-007542,468.84,WH-001,WH-030,
PKG-007543,207.51, WH-082 ,WH-039,STANDARD
,271.01,WH-068,WH-059,STANDARD
PKG-007545,118.16,WH-074,WH-095,URGENT
PKG-007546,448.60,WH-050,WH-063,LOW
PKG-007547,209.42, WH-057 ,WH-067,LOW
PKG-007548,null,WH-007,WH-072, LOW 
PKG-007549,98.60,WH-056,WH-068,URGENT
PKG-007550,484.88,WH-034, WH-080 ,LOW
PKG-007551,79.04,WH-026,wh-075,LOW
PKG-007552,398.67,WH-070, WH-068 ,STANDARD
PKG-007553,486.82,WH-001,WH-013,LOW
PKG-007554,192.63,WH-028,WH-047,STANDARD

PKG-007555,N/A,WH-013,WH-067,STANDARD
PKG-007556,164.22,WH-052,WH-059,STANDARD
PKG-007557,370.41,WH-075,,STANDARD
PKG-007558,197.94,WH-034,WH-096,URGENT
PKG-007559,447.80,WH-039,WH-068,LOW
PKG-007560,193.31,WH-068,WH-099,STANDARD
PKG-007561,242.64,WH-098,WH-007,LOW
PKG-007562,318.82,WH-087, WH-051 , LOW 
pkg-007563,458.89597800206167kg,WH-083,WH-041,STANDARD
PKG-007564,454.97,WH-032,WH-061,LOW
PKG-007565,289.11,WH-078,WH-028,standard
PKG-007566,192.29,WH-021, WH-031 ,URGENT
PKG-007567,483.24,WH-045,WH-004,urgent
PKG-007568,114.41,WH-016,WH-022,LOW
PKG-007569,257.60,WH-072,WH-048,URGENT
PKG-007570,0.97,WH-068,WH-075,LOW
,193.91,WH-067,WH-060,LOW,
PKG-007572,62.30,WH-078,WH-012,STANDARD
PKG-007573,254.65,WH-021,WH-093,URGENT
pkg-007574,130.44,WH-003,WH-056,URGENT
PKG-007575,273.17,WH-091,WH-065,URGENT
PKG-007576,187.36,WH-099,WH-061,LOW
pkg-007577,159.20,WH-002,WH-047,URGENT
PKG-007578,153.44,WH-052,WH-020,LOW
PKG-007579,47.40,WH-044,WH-043,URGENT
 PKG-007580 ,498.64,WH-027,WH-051,STANDARD
 PKG-007581 ,172.47,WH-063,WH-015,URGENT
PKG-007582,175.50,WH-045,WH-073, URGENT 
PKG-007583,338.19, WH-071 ,WH-092,URGENT
PKG-007584,352.04,WH-084,WH-041,
PKG-007585,119.59,WH-047,WH-091,LOW
PKG-007586,345.99,WH-010,WH-018,STANDARD
PKG-007587,335.62,WH-054,WH-061,STANDARD
 PKG-007588 ,207.75,WH-054,WH-085
PKG-007589,127.77,WH-026,WH-057,URGENT
PKG-007590,97.73,WH-070,WH-086,URGENT

PKG-007591,224.28,WH-060,WH-084,STANDARD
PKG-007592,210.54,WH-043,WH-099,LOW
PKG-007593,371.40,WH-049,WH-072,URGENT
PKG-007594,103.06,WH-003,WH-061,STANDARD
PKG-007595,13.35,WH-078,WH-069,LOW
 PKG-007596 ,494.45,WH-040,WH-093,URGENT
PKG-007597,324.98,WH-084,WH-020, STANDARD 
PKG-007598,456.52,WH-080,WH-038,LOW
PKG-007599,242.89,WH-033,WH-018,URGENT
PKG-007600,332.93,WH-030,WH-088, URGENT 
PKG-007601,268.3509366203164kg,WH-057,WH-068,urgent
pkg-007602,315.54,WH-060,WH-040,VIP
PKG-007603,416.98,WH-060, WH-013 ,VIP
PKG-007604,436.73,WH-084,WH-053,URGENT
PKG-007605,477.72,WH-038,WH-080,STANDARD
PKG-007606,340.31,WH-042,WH-068,STANDARD
PKG-007607,33.78,WH-084,WH-059,URGENT
PKG-007608,64.72,WH-007,WH-087,URGENT
pkg-007609,223.43,WH-008,WH-009,URGENT,
PKG-007610,436.28,WH-016,WH-022,LOW
PKG-007611,408.22,WH-039,WH-038,STANDARD
PKG-007612,413.32,WH-057,wh-004,URGENT
PKG-007613,432.50,WH-065, WH-076 ,urgent
PKG-007614,N/A,WH-032,WH-064,urgent
PKG-007615,340.63,WH-066,WH-042,STANDARD
PKG-007616,175.98,,, EXPRESS 
PKG-007617,177.51,WH-066,WH-043,STANDARD
PKG-007618,327.39,WH-019,WH-022,STANDARD
PKG-007619,58.83,WH-070,WH-024,LOW
PKG-007620,59.54,WH-056,WH-088,EXPRESS
 PKG-007621 ,367.41,WH-007,WH-038,LOW
pkg-007622,341.05,WH-002, WH-012 ,STANDARD
PKG-007623,348.08,WH-061,wh-099,URGENT
PKG-007624,446.33,WH-046,WH-028,URGENT
PKG-007625,293.82,WH-096,WH-027, STANDARD 
PKG-007626,12.24,WH-056,WH-044,low
PKG-007627,300.60,WH-027,WH-074,URGENT
PKG-007628,483.91,WH-008,wh-069,URGENT
PKG-007629,374.58,WH-022,WH-013, STANDARD 
pkg-007630,424.18,WH-018,WH-049,LOW
pkg-007631,211.94,WH-071,WH-015,STANDARD
PKG-007632,110.67, WH-017 ,WH-018,LOW
PKG-007633,263.98,WH-042,,LOW
PKG-007634,64.68,WH-018,wh-058,URGENT
PKG-007635,372.92,WH-033,WH-094,URGENT
PKG-007636,169.86,WH-049,WH-091,
PKG-007637,414.45,WH-097,WH-041,STANDARD
PKG-007638,65.55,WH-089,WH-062, URGENT 
 PKG-007639 ,407.03,WH-015,WH-064,URGENT
PKG-007640,198.92,WH-054,WH-066,LOW

PKG-007641,6.94,WH-095,WH-067,LOW
PKG-007642,26.20,WH-022,wh-054,STANDARD
PKG-007643,298.54,WH-022, WH-047 ,LOW
PKG-007644,128.04, WH-004 ,WH-095,LOW
PKG-007645,175.42,,WH-079
PKG-007646,273.07,WH-047,WH-050,
PKG-007647,492.10,WH-061,WH-009,STANDARD
PKG-007648,null,WH-052,WH-072,LOW
PKG-007649,89.81,WH-042,WH-092, STANDARD 
PKG-007650,396.12, WH-059 ,WH-017,STANDARD
PKG-007651,263.38,WH-073,WH-074,URGENT
PKG-007652,425.37,WH-060,WH-100,URGENT
PKG-007653,383.61,WH-077,WH-075,STANDARD
PKG-007654,251.93,WH-094,WH-024,LOW
pkg-007655,190.99,wh-051,WH-029,LOW
PKG-007656,387.89,WH-028,WH-087,URGENT

pkg-007657,188.36,WH-059,WH-009,STANDARD
PKG-007658,347.23,WH-096,WH-016,STANDARD
PKG-007659,230.97,WH-004,WH-033,URGENT
PKG-007660,367.77,WH-083,WH-048,URGENT
PKG-007661,337.75,WH-090,WH-099,URGENT
PKG-007662,251.63,WH-020,WH-099,LOW
,318.11,WH-076,WH-043,STANDARD
PKG-007664,266.51,WH-033,WH-097,URGENT
,74.46,WH-036,wh-004,LOW
PKG-007666,43.83, WH-090 ,WH-040,STANDARD
PKG-007667,475.64,WH-031,WH-100,LOW
PKG-007668,250.54,WH-089,WH-098,URGENT
PKG-007669,472.97,wh-063,WH-045,URGENT
PKG-007670,283.46,WH-046,WH-024,LOW
PKG-007671,333.79,wh-091,WH-028,LOW
PKG-007672,98.88,WH-016,WH-061,URGENT
PKG-007673,447.44,WH-060,WH-079,URGENT
PKG-007674,62.94,WH-057,WH-053,STANDARD
PKG-007675,324.51,wh-075,WH-052,low
PKG-007676,147.41,WH-028,WH-052,URGENT
PKG-007677,95.04,WH-080,WH-049,LOW
PKG-007678,482.09,WH-075,WH-064,LOW
PKG-007679,360.53,WH-050,WH-053,LOW
PKG-007680,382.00,WH-068,WH-093,STANDARD
PKG-007681,272.34,WH-007,WH-009,STANDARD
PKG-007682,38.03,wh-077,WH-006,NONE
pkg-007683,245.91,WH-089,WH-074,LOW
PKG-007684,12.94,WH-086,WH-043,URGENT
PKG-007685,463.49,WH-031,WH-009,URGENT
PKG-007686,12.32,WH-069,WH-039,STANDARD
PKG-007687,344.04,WH-057,WH-061,STANDARD
 PKG-007688 ,8.12,WH-075, WH-091 ,LOW
PKG-007689,496.24,WH-048,WH-027,LOW
PKG-007690,60.71,WH-039,WH-063,LOW
PKG-007691,476.79,WH-014,wh-064,LOW
PKG-007692,419.71,WH-084,WH-082,CRITICAL
PKG-007693,378.16,WH-071,WH-017,STANDARD
PKG-007694,244.85,WH-071,WH-010,urgent
pkg-007695,324.39,wh-013,WH-067,URGENT
PKG-007696,432.80,WH-079,WH-007,URGENT
PKG-007697,241.60,WH-082,WH-014,LOW
PKG-007698,285.20,WH-039,WH-021,URGENT
PKG-007699,250.44,WH-002,WH-098,STANDARD
PKG-007700,310.40,WH-039,WH-037,EXPRESS
PKG-007701,266.01,WH-076,WH-025,URGENT
PKG-007702,65.03,WH-094,WH-006,STANDARD
PKG-007703,231.74,WH-095, WH-032 ,LOW
PKG-007704,85.47, WH-022 ,WH-089,URGENT
pkg-007705,171.06,WH-088,WH-050,STANDARD
PKG-007706,450.78,,WH-004,URGENT
PKG-007707,87.61,WH-009,WH-093,STANDARD
PKG-007708,134.16,WH-068,WH-076,standard
PKG-007709,37.03,WH-046,WH-079,URGENT
PKG-007710, 97.3717696002248 ,WH-077,WH-071, EXPRESS 
 PKG-007711 ,436.90,wh-012,WH-078,URGENT
pkg-007712,474.61,WH-062,WH-056,LOW
 PKG-007713 ,152.53,WH-080,WH-050,LOW
 PKG-007714 ,95.06,WH-002,WH-005,URGENT
PKG-007715,29.97,WH-065,WH-046,STANDARD
PKG-007716,189.87,WH-027,WH-032,URGENT
PKG-007717,38.85,WH-008, WH-004 , STANDARD 
PKG-007718,69.55,WH-041,WH-062,URGENT
PKG-007719,275.42,WH-005,WH-095,LOW
 PKG-007720 ,5.99,,WH-068,LOW
pkg-007721,399.77, WH-018 ,WH-059,standard
 PKG-007722 ,486.94,WH-008,WH-041,STANDARD
PKG-007723,283.87,WH-095,WH-047,CRITICAL
pkg-007724,240.01,WH-097,WH-061,LOW
PKG-007725,247.83,WH-003,WH-004,STANDARD
PKG-007726,204.88,WH-072,WH-054,LOW
PKG-007727,18.19,WH-036, WH-069 ,VIP
PKG-007728,420.68, WH-058 ,WH-015,LOW
PKG-007729,222.98,WH-061,WH-096,LOW
PKG-007730,258.47,WH-027,WH-043,STANDARD
PKG-007731,485.61,WH-032,WH-060,STANDARD
PKG-007732,260.39,WH-063,WH-051,LOW
PKG-007733,308.68,WH-027,WH-001,URGENT
PKG-007734,34.36,WH-069,wh-026,LOW
 PKG-007735 ,313.53,WH-080,wh-065,STANDARD
PKG-007736,118.26,WH-098,WH-058,URGENT
PKG-007737,472.65,WH-005, WH-060 ,STANDARD
PKG-007738,91.66,WH-033,WH-019,URGENT
pkg-007739,469.65,WH-031,WH-086,LOW
PKG-007740,492.42,WH-067,WH-025,none
PKG-007741,null,WH-008,WH-061,LOW
PKG-007742,396.31,WH-089,WH-032,STANDARD
PKG-007743,80.99,WH-012,WH-038,URGENT
PKG-007744,444.84,WH-002,WH-080,URGENT
PKG-007745,79.51, WH-043 ,WH-075,STANDARD
PKG-007746,455.37,WH-032,WH-072,standard
PKG-007747,86.87,WH-002,WH-086,URGENT
 PKG-007748 ,112.88,WH-048,WH-015,LOW
PKG-007749,319.53, WH-011 ,WH-086,STANDARD
PKG-007750,116.17,WH-009,WH-061,LOW
PKG-007751,83.69,WH-057,WH-098,STANDARD
PKG-007752,92.58,WH-077,WH-052,LOW
 PKG-007753 ,13.44,WH-042,WH-023,STANDARD
PKG-007754,38.40, WH-028 ,WH-055,URGENT
PKG-007755,391.03,WH-003,WH-097,URGENT
PKG-007756,166.72,WH-013,WH-062,LOW
,415.96,WH-054,WH-014,URGENT
 PKG-007758 ,366.89,WH-087,WH-095,URGENT
PKG-007759,466.77,WH-027,WH-060,LOW
PKG-007760,16.39,WH-052,WH-012,LOW
PKG-007761,253.77,WH-068,WH-007,URGENT
PKG-007762,56.08,wh-085,WH-092,STANDARD
PKG-007763,312.23,WH-040,WH-100,critical
PKG-007764,211.16,WH-003,WH-035,STANDARD
PKG-007765,15.16,WH-017,WH-085,LOW
PKG-007766,176.95,WH-093,WH-091,LOW
PKG-007767,278.95,wh-029,WH-049,URGENT
PKG-007768,389.65,WH-036,WH-045,URGENT
PKG-007769,107.71,WH-037,wh-001, STANDARD 
PKG-007770,166.56,,WH-038,STANDARD
PKG-007771,159.19,WH-015,WH-071,URGENT
 PKG-007772 ,491.85,WH-076,WH-071,URGENT
 PKG-007773 ,456.74,WH-047,WH-073,STANDARD
PKG-007774,96.42,WH-025,WH-019,URGENT
PKG-007775,484.42,WH-068,WH-082,URGENT
PKG-007776,255.21,WH-034,WH-091,LOW
PKG-007777,406.78,WH-047,WH-038,URGENT
PKG-007778,21.12,WH-072,WH-062,STANDARD
PKG-007779,255.21,WH-067,WH-036,URGENT,
 PKG-007780 ,428.36,wh-095,WH-041,STANDARD
PKG-007781,212.17,WH-014,WH-020,
PKG-007782,12.82,WH-022,WH-013,STANDARD
PKG-007783,8.30,WH-091,WH-048
PKG-007784,495.17,WH-076,WH-031,STANDARD
PKG-007785,202.36,WH-033,WH-013,URGENT,
PKG-007786,143.36,WH-013,WH-064,URGENT
PKG-007787,20.75,WH-076,wh-014,LOW
pkg-007788,468.48,WH-036, WH-040 ,STANDARD
PKG-007789,109.44,WH-026,WH-091,standard
 PKG-007790 ,483.15,WH-043,WH-087,LOW
PKG-007791,195.39,WH-060,WH-029
PKG-007792,499.51,WH-069,WH-013,LOW
PKG-007793,268.19,WH-029, WH-021 ,STANDARD
PKG-007794,null,WH-067,WH-050,
PKG-007795,130.93,WH-093,WH-092,URGENT
PKG-007796,228.89,WH-089,WH-060,LOW
PKG-007797,null,WH-037,WH-092,LOW
 PKG-007798 ,196.19,WH-027,WH-091,LOW
PKG-007799,422.77,WH-060,WH-061,low
PKG-007800,369.52,WH-041,WH-012,URGENT
PKG-007801,35.82,WH-063, WH-021 ,URGENT
PKG-007802,134.16,WH-073, WH-028 ,LOW
PKG-007803,251.96,WH-013,WH-022,urgent
PKG-007804,412.59,WH-066,WH-026,STANDARD
PKG-007805,48.89,WH-014,WH-084,LOW
PKG-007806,373.30,WH-049,WH-062,URGENT
PKG-007807,491.07,WH-056,WH-050,URGENT
PKG-007808,178.18,WH-100,WH-003,LOW
pkg-007809,469.22,WH-095,WH-006, URGENT 
PKG-007810,346.22,,WH-032,
 PKG-007811 ,386.95,WH-017,WH-074,STANDARD
PKG-007812,484.79,WH-044,WH-100
PKG-007813,203.15,WH-064,WH-075,URGENT
PKG-007814,90.14,,wh-059,EXPRESS
pkg-007815,419.85,WH-019,WH-035,STANDARD
PKG-007816,326.10,WH-079,,LOW
PKG-007817,401.42,WH-069,WH-070,URGENT
PKG-007818,391.26,WH-040,WH-074,STANDARD
PKG-007819,183.77,WH-068,wh-013,LOW
PKG-007820,304.18,WH-059,WH-053, STANDARD 
PKG-007821,81.04,WH-079,WH-003,LOW
PKG-007822,442.94,WH-100,,STANDARD
PKG-007823,190.00,WH-033,WH-052,LOW
PKG-007824, 286.4820120074404 ,WH-037,WH-022,LOW
PKG-007825,214.31,WH-077,WH-059,LOW
PKG-007826,256.18, WH-077 ,,STANDARD
PKG-007827,240.75,WH-098,WH-005,low
PKG-007828, 273.5164277125055 ,wh-042,WH-020,URGENT
PKG-007829,92.20,WH-088,WH-003,STANDARD
PKG-007830,154.02,wh-056,wh-073, LOW 
PKG-007831,266.02,WH-060,WH-094,STANDARD
PKG-007832,452.05,WH-049, WH-076 ,LOW
PKG-007833,174.76,WH-063,WH-075,URGENT
PKG-007834,41.47,WH-010,WH-084,LOW
PKG-007835,472.76,WH-075,,VIP
PKG-007836,344.96,WH-015,WH-090,STANDARD
PKG-007837,393.74,WH-028,WH-031,STANDARD
PKG-007838,17.45,WH-081,WH-066,URGENT
 PKG-007839 ,275.65,WH-061,WH-002,STANDARD
PKG-007840,84.08,WH-094,WH-049,URGENT
PKG-007841,246.27,WH-004,WH-019,URGENT
PKG-007842,172.68,WH-068,WH-097,LOW
PKG-007843,144.21, WH-024 ,WH-063,NONE
PKG-007844,96.26,wh-021,WH-073,STANDARD
PKG-007845,216.50,WH-044,wh-095,URGENT
PKG-007846,226.15,WH-018,WH-011,LOW
PKG-007847,19.43,WH-017,WH-046,URGENT
PKG-007848,N/A, WH-062 ,WH-030,STANDARD
PKG-007849,268.68,WH-084,WH-093,LOW
pkg-007850,306.46,WH-005,WH-093,URGENT
PKG-007851,394.63,WH-030,WH-082,STANDARD
 PKG-007852 ,103.42,WH-051,WH-001,STANDARD
 PKG-007853 ,126.85,WH-063,WH-012,STANDARD
PKG-007854,155.63,WH-042,WH-073,CRITICAL
PKG-007855,351.43, WH-047 ,WH-066,STANDARD
PKG-007856,488.66,WH-056,WH-089
PKG-007857,203.10,WH-008,WH-077,LOW
,465.28,WH-078,WH-038, LOW 
PKG-007859,357.53,WH-100,WH-082,LOW
PKG-007860,131.14,WH-001,WH-075,URGENT
PKG-007861, 486.8399622809662 ,WH-088,WH-054,vip
PKG-007862,320.62,wh-065,WH-080,LOW
PKG-007863,7.74,WH-034,WH-043,URGENT
PKG-007864,227.69,WH-061,WH-015, URGENT 

PKG-007865,303.94,WH-006,WH-015,STANDARD
PKG-007866,3.35,WH-035,WH-094,LOW
PKG-007867,462.70,WH-030,WH-035,NONE
PKG-007868,89.69,WH-053,WH-081,URGENT
PKG-007869,342.18,WH-082,WH-041
,51.42,WH-088,WH-026,URGENT
PKG-007871,351.49,WH-042,WH-024, LOW 
PKG-007872,235.44,WH-010,WH-097,VIP
PKG-007873,427.91,WH-020, WH-003 ,URGENT
PKG-007874,214.88386022109364kg,WH-025,WH-063,URGENT
PKG-007875,285.82,WH-059,WH-085,LOW
PKG-007876,232.58,WH-084,WH-059,LOW
 PKG-007877 , 227.8340574822645 ,WH-064,WH-054,URGENT
PKG-007878,70.15,,WH-078,LOW
PKG-007879,477.11,WH-083,WH-025,URGENT
PKG-007880,,WH-060,WH-026,URGENT
PKG-007881,408.71,WH-013,WH-060,URGENT
PKG-007882,N/A,WH-084,,standard
PKG-007883,24.58,WH-090, WH-014 ,STANDARD
PKG-007884,49.63,WH-077,WH-055,LOW
PKG-007885,232.31,WH-043, WH-029 ,STANDARD
PKG-007886,414.52,,WH-020,URGENT
PKG-007887,284.65,WH-011,WH-046,STANDARD
PKG-007888,425.44,WH-054,WH-096,STANDARD
PKG-007889,334.17,WH-042,WH-071,CRITICAL
PKG-007890,494.48,WH-047,WH-057,URGENT
PKG-007891,155.92,WH-024,WH-004,STANDARD
PKG-007892,null,WH-037,WH-084,LOW
PKG-007893,275.36,WH-068,WH-058,low
PKG-007894,259.86,WH-065,,low,
PKG-007895,227.05,WH-028,WH-017,URGENT
PKG-007896,161.49,WH-079,WH-095,STANDARD
PKG-007897,54.08,WH-018,,STANDARD
PKG-007898,444.88,WH-091,WH-095,LOW
PKG-007899,116.97,WH-007,WH-100,NONE
PKG-007900,421.67,WH-087,WH-047,STANDARD
 PKG-007901 ,276.03,WH-017,WH-032,STANDARD
PKG-007902,62.43,WH-097,wh-035, LOW 
PKG-007903, 412.41433431752836 ,WH-048,WH-007,LOW
PKG-007904,103.29,WH-084,WH-073,CRITICAL
PKG-007905,124.28,WH-012,WH-095,URGENT
PKG-007906,346.11,WH-043,WH-046,URGENT

PKG-007907,449.94,WH-005,WH-014,LOW
PKG-007908,406.07,WH-085,WH-032,standard
PKG-007909,151.73,WH-049,WH-029,LOW
PKG-007910,369.76,WH-075,WH-015, URGENT 
PKG-007911,86.03,WH-026,WH-097,STANDARD
PKG-007912,35.48,WH-066,WH-042,URGENT
 PKG-007913 ,N/A,WH-079,WH-073,URGENT
PKG-007914,266.50,WH-088,WH-049,STANDARD
PKG-007915,231.35,WH-002,WH-089,URGENT
PKG-007916,248.98,WH-065,WH-002,LOW
PKG-007917,336.52,WH-015,wh-019,STANDARD
,205.97,WH-090,WH-034,STANDARD
PKG-007919,240.94,WH-100,wh-083,STANDARD
PKG-007920,46.79,WH-010,WH-050,STANDARD
 PKG-007921 ,362.47,WH-027,WH-064, STANDARD 
PKG-007922,346.04,WH-093,WH-068,LOW
PKG-007923,240.81,wh-020,WH-092,URGENT
PKG-007924,487.14,WH-091,WH-004,STANDARD
PKG-007925,335.75,WH-048,WH-010,STANDARD
PKG-007926,404.71, WH-077 ,WH-087,URGENT
,192.20,WH-039,WH-038,STANDARD
PKG-007928,302.16,WH-055,WH-006,URGENT
PKG-007929,175.05,WH-087,WH-089,LOW,
PKG-007930,250.46,WH-012,WH-061,STANDARD
PKG-007931,483.59,WH-075,WH-056,STANDARD
pkg-007932,null,WH-009,WH-066,URGENT
PKG-007933,40.37,WH-063,WH-015, STANDARD 
PKG-007934,468.76,WH-036,WH-011,LOW
PKG-007935,398.35,WH-082,WH-086,STANDARD
PKG-007936,14.83,WH-087,WH-084,LOW
PKG-007937,83.90,WH-013,WH-079,
PKG-007938,183.85,WH-018,WH-063,STANDARD
PKG-007939,2.78,WH-026,WH-086,STANDARD
PKG-007940,19.35,WH-001,WH-076,low
PKG-007941,353.16,WH-065,WH-050,standard
PKG-007942,293.77,WH-063,WH-070,STANDARD
PKG-007943,123.98,WH-045, WH-060 ,URGENT
PKG-007944,91.59,WH-044,WH-023,LOW
PKG-007945,402.31,WH-083,WH-027,LOW
PKG-007946,null,WH-077,WH-069,STANDARD
PKG-007947,300.47,WH-048,WH-051,STANDARD
PKG-007948,,WH-037,WH-002,LOW
PKG-007949,82.91, WH-026 ,WH-066,LOW
PKG-007950,82.33,WH-030,,NONE
PKG-007951,315.12,WH-054,WH-100,LOW
PKG-007952,65.53,WH-073,WH-001,URGENT
 PKG-007953 ,145.15775999649756kg,WH-056,WH-081,STANDARD
PKG-007954,7.06,WH-047,WH-032,URGENT
pkg-007955,486.80,WH-051,WH-063,URGENT
PKG-007956,273.18,WH-018,WH-076,STANDARD
PKG-007957,391.84,WH-047,WH-097,LOW
 PKG-007958 ,198.94,WH-004,WH-098,LOW
PKG-007959,67.55,WH-094,WH-073,VIP
PKG-007960,394.54,WH-095,
PKG-007961,365.12,WH-091,WH-005, STANDARD 
PKG-007962,327.32,WH-040,WH-035,LOW
PKG-007963,286.40,WH-029,WH-015,URGENT
PKG-007964,196.19643926520698kg,WH-092,WH-050,LOW
PKG-007965,172.94,WH-044,WH-092,URGENT
,89.99, WH-090 ,WH-002,STANDARD
PKG-007967,383.26,WH-031,wh-092,STANDARD
PKG-007968,N/A,WH-091,WH-060,URGENT
PKG-007969,481.41,WH-031,WH-064, LOW 
PKG-007970,12.44,WH-088,wh-069, STANDARD 
PKG-007971,N/A,WH-005,WH-064, LOW 
PKG-007972,175.02,WH-051,WH-090,URGENT
PKG-007973,243.64, WH-005 ,WH-039,LOW
PKG-007974,260.87,wh-085,WH-048,LOW
PKG-007975,155.90,WH-055,WH-036,STANDARD
PKG-007976,146.43,WH-023,WH-087
PKG-007977,491.96,WH-026,WH-005,STANDARD
PKG-007978,222.12,WH-064,WH-059,URGENT,
PKG-007979,467.96,WH-059,WH-015,STANDARD
PKG-007980,185.66,WH-006,WH-065,URGENT
PKG-007981,7.50,wh-044,WH-084,URGENT
PKG-007982,207.95,WH-075,WH-024,URGENT,
PKG-007983,480.51,WH-049,WH-085
PKG-007984,325.29,WH-092,WH-093,URGENT
PKG-007985,427.85,WH-029,WH-068,STANDARD
pkg-007986,409.56,WH-038,WH-085,standard
PKG-007987,268.45,WH-073,WH-056,URGENT
PKG-007988,170.51,WH-028,WH-072,URGENT
PKG-007989,139.46,WH-047,WH-100
PKG-007990,238.55,WH-004,WH-016,STANDARD
PKG-007991,291.83,WH-017,WH-025,CRITICAL
PKG-007992,497.19, WH-024 ,WH-019,
PKG-007993,90.88,WH-024,WH-001,STANDARD
PKG-007994,170.42,WH-020,WH-021,URGENT
PKG-007995,104.82,WH-033,WH-028,LOW
PKG-007996,434.57,WH-090,WH-043,STANDARD
PKG-007997,392.29, WH-077 ,WH-100,STANDARD
PKG-007998,161.50,WH-072, WH-095 ,STANDARD
PKG-007999,313.24,WH-004,WH-076,VIP
PKG-008000,107.45,WH-005,WH-074,STANDARD
PKG-008001,93.99,WH-083,WH-058,LOW
PKG-008002,N/A,WH-029,WH-079,STANDARD
PKG-008003, 54.63898434399815 ,WH-097,WH-006,standard
PKG-008004,130.19,WH-058,WH-093,URGENT
,20.41,WH-062,WH-066,LOW
PKG-008006,6.72,WH-006,WH-023,LOW
PKG-008007,143.57, WH-004 ,WH-052,STANDARD
PKG-008008,48.29,wh-092,WH-052, URGENT 
PKG-008009,278.15,WH-059,WH-043,URGENT

PKG-008010,269.26,wh-075,WH-081,LOW
PKG-008011,204.29,wh-080,WH-076,STANDARD
PKG-008012,247.01,,WH-007,STANDARD
PKG-008013,186.82,WH-011, WH-067 ,LOW
PKG-008014,35.38,WH-032, WH-094 ,URGENT
PKG-008015,426.75,,WH-006,URGENT
 PKG-008016 ,287.01,WH-074,WH-040,STANDARD
PKG-008017,200.79, WH-013 ,WH-070,URGENT
PKG-008018,496.80,WH-033,WH-005,URGENT
PKG-008019,306.66,WH-006,WH-005,URGENT
PKG-008020,355.60,WH-013,WH-085,STANDARD
PKG-008021,138.07,wh-041,WH-045,URGENT
PKG-008022,319.41,WH-049,wh-095,STANDARD
PKG-008023,284.76,WH-068,WH-083,LOW
PKG-008024,127.87,WH-062,WH-025,STANDARD
PKG-008025,382.30,WH-083,wh-040,URGENT
PKG-008026,471.35,WH-003,WH-037,EXPRESS
PKG-008027,335.95,WH-030,WH-044,LOW
PKG-008028,241.59,WH-098,WH-057,URGENT
PKG-008029,110.23,WH-036,WH-004,LOW
pkg-008030,32.76,WH-040,WH-022,VIP
PKG-008031,443.29,WH-031,WH-015,LOW
PKG-008032,156.63,WH-038,WH-075,URGENT
PKG-008033,240.37,WH-026,WH-065,URGENT
PKG-008034,385.85,WH-074,WH-014,URGENT
PKG-008035,210.10,WH-082,WH-024,STANDARD
PKG-008036,362.64, WH-062 ,,STANDARD
PKG-008037,401.00,WH-017,WH-099,URGENT
PKG-008038,230.15,wh-022,WH-012,LOW
PKG-008039,,WH-046, WH-027 , URGENT 
PKG-008040,222.39,WH-067,WH-041,URGENT
PKG-008041,N/A,WH-093,WH-014,STANDARD
PKG-008042,null,WH-019,WH-037,STANDARD
PKG-008043,2.43,WH-019,WH-078,LOW
PKG-008044, 451.2340552888274 ,WH-095,WH-008,URGENT
PKG-008045,385.29,WH-020,WH-086,STANDARD

PKG-008046,344.81,WH-079,WH-100,URGENT
PKG-008047,466.09,WH-084,WH-069,LOW
PKG-008048,321.95, WH-034 ,WH-041,LOW,
PKG-008049,285.6795720120959kg,WH-054,wh-057
 PKG-008050 ,155.25,WH-040,WH-036,URGENT,
PKG-008051,413.77,WH-002,WH-006,STANDARD
PKG-008052,187.36, WH-099 ,WH-072,NONE
PKG-008053,173.78,WH-080,WH-086,LOW
PKG-008054,470.61,WH-082,WH-010,LOW
PKG-008055,47.06,WH-077,WH-014,URGENT
PKG-008056,80.51,WH-009,WH-057,URGENT
PKG-008057,376.76,WH-041,WH-081,

pkg-008058,372.97,WH-016,WH-004,LOW
PKG-008059,321.87,WH-075,WH-024,STANDARD
PKG-008060,327.81,WH-015,WH-056
PKG-008061, 113.03581891372815 ,WH-027,wh-052,VIP
